word,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
'm,0.21107,-0.0496,0.11299,-0.060284,0.030587,-0.14963,-0.146,-0.13477,-0.11506,-1.5206,0.34446,-0.23602,0.19076,0.29262,-0.35432,-0.014996,-0.26319,0.1522,0.5064,0.24204,0.56201,0.49441,0.066659,0.064549,-0.47829,0.037949,0.19159,-0.71412,0.48712,0.015589,-0.24189,0.47139,-0.62216,-0.78468,-2.0776,0.49048,-0.23637,-0.11504,-0.31224,0.51431,0.22049,-0.49113,0.25811,-0.37739,0.165,-0.086868,0.81981,0.25701,0.19367,0.034931,0.16251,-0.092795,0.02673,-0.068576,-0.6104,0.67052,0.51228,0.32361,0.61778,-0.084817,0.67206,-0.24273,-0.0022844,0.71564,-0.20018,-0.4088,-0.15047,-0.65314,0.083283,0.26804,-0.035167,-0.35593,-0.57969,0.72303,-0.026294,-0.23794,0.28164,0.67363,-0.15832,0.052294,-0.2321,0.12349,0.61339,-0.47523,-0.039934,-0.0071968,-0.61003,0.30482,0.11165,0.35183,0.016197,0.29994,-0.58535,-0.62079,0.051976,0.068292,-0.47173,0.030653,-0.19887,-0.52556,-0.24783,-0.32942,-0.31478,-0.57239,-0.4771,0.18472,0.60914,0.0027746,-0.12368,0.25844,-0.25367,-0.078139,-0.19942,-0.89968,0.51274,0.08276,0.065778,-0.19556,-0.015771,0.16621,-0.25854,0.085859,-0.099192,0.359,0.13076,-0.93994,0.59224,0.26938,0.17179,-0.28705,0.35239,-0.57839,-0.035768,-0.24781,-0.38682,0.030283,-0.36843,0.079145,0.24922,0.19019,-0.21926,0.30778,0.21279,0.45682,-0.45786,0.30071,-0.50099,0.091924,0.17247,0.14866,-0.66486,-0.32895,-0.34845,0.36352,-0.20783,-0.013382,0.1729,-0.1636,0.25506,0.089146,-0.17799,-0.44716,-0.10161,-0.54337,0.11895,-0.071295,-0.24328,0.24311,0.14776,-0.01606,0.14344,0.31284,-0.39183,-0.64815,0.23226,0.10251,0.12238,0.019265,0.43663,0.35063,0.24522,-0.40491,0.65793,-0.15782,0.13741,0.090687,0.050606,0.015788,0.19351,0.032988,0.049942,0.27326,0.25573,0.12825,-0.030496,-0.85762,-0.48944,-0.1213,-0.19414,-0.56197,2.013,0.25602,0.10041,0.065889,0.059295,-0.086244,0.13264,-0.018508,0.48571,-0.080605,-0.42492,-0.0032904,-0.32631,0.18621,-0.37604,0.21455,-0.20181,0.10585,0.054883,0.079084,0.079344,-0.36246,0.12158,0.30389,0.48923,0.069181,-0.11916,0.082819,-0.12395,0.074253,0.31505,-0.1906,0.59341,-0.53059,0.017266,-0.018229,-0.31041,0.18277,-0.26394,0.16431,0.13994,-0.018805,-0.19586,0.22122,-0.069141,-0.2316,-0.36357,0.35404,0.15456,0.23685,0.16497,-0.40797,-0.23668,0.49493,0.64944,0.27833,0.27002,-0.46056,-0.16023,-0.70351,0.18042,0.15094,-0.36196,0.032099,0.1813,0.38509,0.13973,-0.257,-0.20739,0.46403,0.020236,-0.73666,0.13755,-0.1277,-0.056669,0.20041,-1.7283,0.16963,0.10986,-0.37206,0.032261,-0.18428,0.021728,-0.17718,-0.48419,0.081873,-0.18958,0.27392,-0.41165,-0.45683,0.20408,-0.45833,-0.19456,0.041072,0.22083,-0.62892,-0.009944,0.029626,-0.052178,0.73355
am,0.41433,-0.15868,0.42219,-0.44665,0.24901,-0.12024,0.028245,0.81013,0.13677,-2.0753,0.29317,0.17348,0.27799,-0.0026036,-0.026132,0.49951,0.23872,0.32535,0.84901,0.13211,0.63298,-0.21445,-0.016336,0.32111,-0.20506,0.17625,0.17665,-0.16618,0.14587,-0.22565,0.28847,0.13753,-0.39139,-0.32807,-1.3439,0.22884,0.19892,-0.074369,-0.44259,0.99128,-0.13834,-0.2942,0.24712,-0.57045,0.29902,0.33948,1.1431,0.10534,0.59548,0.078615,0.47723,0.15279,-0.1297,-0.33355,-0.69093,0.7556,0.71972,0.56252,1.0956,-0.10479,0.72762,-0.53056,-0.26839,0.15913,-0.25453,-0.27627,-0.091539,-0.4459,-0.19554,0.37131,0.32518,-0.4277,-0.41775,1.0029,-0.055143,0.10275,0.069617,0.42543,0.037436,0.42704,-0.64661,0.2693,0.4587,-0.25267,0.18471,-0.073875,-0.79792,0.13759,0.29511,0.70703,-0.22964,-0.12175,-0.33763,-0.6159,0.13437,-0.23845,0.081499,-0.077986,0.036362,-0.11971,-0.28012,-0.20731,-0.22641,-0.048976,-0.26223,0.0060626,0.56332,-0.16008,-0.072764,0.60203,-0.24078,0.20273,-0.17346,-1.0024,0.35901,-0.19845,-0.030513,-0.32828,0.043495,-0.2144,-0.25014,0.4626,0.13771,0.25729,-0.6883,-0.76121,0.45542,0.67951,-0.32065,-0.69363,0.090624,-0.4847,0.22759,-0.062216,-0.80766,-0.44743,-0.35709,0.29528,0.17667,-0.1712,-0.66631,0.31778,0.22594,0.39963,-0.074137,-0.10148,-0.18716,0.066129,0.18491,0.11745,0.065944,-0.068037,-0.0078186,0.49295,0.046821,0.09652,0.5937,0.024951,0.17181,0.020922,-0.057849,-0.10226,0.16319,-0.37143,-0.09264,0.36289,-0.39104,-0.5459,-0.16035,-0.43375,0.43215,0.24199,0.20974,-0.26623,0.10573,-0.20626,-0.11708,0.036286,-0.063538,0.54113,0.037674,-0.10763,0.35034,-0.52225,0.36354,0.21263,-0.15214,-0.099673,-0.13131,0.55628,0.13397,0.2712,0.13618,0.5647,-0.14629,-1.2799,-0.34503,-0.29778,-0.62028,-0.52241,1.3491,0.20334,-0.25506,-0.28004,-0.058422,0.051107,-0.088506,-0.36333,0.41387,-0.65637,-0.093892,-0.56287,-0.82918,0.34501,-0.69056,0.35378,-0.35053,0.016466,-0.19268,0.29366,0.38439,-0.50464,0.25833,0.67949,0.38253,0.67918,-0.14847,-0.12614,-0.02326,0.14214,0.54313,-0.078008,0.48643,-0.66257,0.10473,0.35907,-0.048865,0.67286,-0.17477,-0.092065,-0.29597,0.50029,-0.24958,0.15852,0.45413,0.25932,-0.18599,-0.084667,0.44591,0.3476,-0.16683,-0.043233,0.05702,1.0519,0.40636,0.70764,0.52605,-0.26223,-0.039249,-0.39458,0.26752,0.17534,-0.33603,0.1858,0.25764,0.017887,0.59642,-0.34195,0.26683,0.082006,-0.16551,-0.46113,0.36863,0.10659,0.049672,-0.23339,-1.1011,0.51757,0.44567,0.25759,0.085894,-0.19536,-0.30531,-0.41959,-0.18714,0.195,-0.37006,0.46318,-0.43397,-0.47856,0.15598,-0.67363,-0.12668,-0.26962,0.079334,0.029406,0.19909,0.22092,0.39118,0.56942
i,-0.13292,0.16985,-0.1436,-0.088722,0.07951,-0.14212,-0.024209,-0.26291,-0.074814,-2.36,0.3483,-0.091722,-0.053906,0.30418,-0.13286,0.0050341,-0.15056,0.0023562,0.068321,0.34246,0.39891,0.58813,0.060618,-0.19871,-0.40465,-0.10706,-0.0059312,-0.64842,0.1908,-0.1763,0.092407,0.38685,-0.31085,-0.32574,-1.6823,0.25336,-0.24647,-0.10874,0.0076402,0.3388,-0.059736,-0.8594,-0.080964,-0.22981,0.17709,0.082094,0.74416,0.36873,0.1374,0.29408,0.10647,-0.13246,0.12134,-0.14273,-0.5327,0.64936,0.49657,0.30029,0.67226,0.18005,0.8805,0.038144,-0.08714,0.764,-0.12107,-0.42809,-0.12588,0.00088377,0.10596,-0.30802,0.22887,-0.25468,-0.36484,0.74524,-0.15217,-0.055619,0.12049,0.39876,-0.21991,-0.18444,-0.090398,0.14077,1.2865,-0.4091,0.27999,0.42089,-0.70627,0.79004,0.13804,0.30273,-0.18534,0.18121,-0.71732,-0.54259,-0.0022513,0.30463,-0.49588,-0.17462,0.021335,-0.21341,-0.082391,-0.37676,-0.28001,-0.24238,-0.35249,-0.24116,0.29776,0.37027,-0.17822,0.47537,-0.073484,-0.29747,-0.036304,-0.84941,0.045171,0.28779,-0.17543,-0.27925,-0.099789,-0.13493,-0.078184,-0.35548,0.21692,0.25895,0.2605,-0.43193,0.12076,0.28405,0.15691,0.21351,0.57355,-0.47598,0.045758,0.065907,-0.24157,0.15724,-0.39697,-0.087238,0.011132,0.46365,-0.043082,0.56318,0.52448,0.38723,-0.44893,-0.0036617,-0.14007,0.029963,-0.14168,0.051547,-0.76266,-0.080719,-0.10827,0.020345,-0.14594,0.13781,0.35217,-0.19425,0.47376,-0.2795,-0.083159,-0.61386,-0.3431,-0.099814,-0.024054,0.20529,-0.022244,0.59102,0.17002,0.052526,-0.19144,0.12114,-0.50691,-0.51987,0.05476,0.15022,0.092612,0.34548,0.35603,0.23423,0.13452,0.015486,0.17266,-0.18454,-0.098682,-0.21803,-0.15786,0.70495,0.36798,0.26764,-0.14352,-0.054373,0.43326,-0.16332,0.021658,-0.53408,-0.025548,0.41534,-0.16234,-0.40243,2.0005,-0.13084,0.11824,0.18055,0.31811,0.15508,0.036686,0.30747,0.1952,-0.044309,-0.65875,0.18604,-0.16245,0.040257,-0.53955,-0.012123,-0.0030579,0.017945,0.14503,-0.3564,0.43888,-0.11453,-0.15161,0.24664,0.43432,0.31283,0.42919,-0.12493,-0.11767,-0.00022056,-0.35881,-0.067778,0.21444,-0.79171,-0.11005,0.3094,-0.0030179,0.13354,-0.20436,-0.16333,-0.048577,-0.051513,0.031318,0.36954,-0.047448,-0.076416,-7.8986e-05,-0.072528,-0.084875,-0.14013,0.20147,-0.27516,-0.048958,0.31184,0.71849,0.30594,0.47019,-0.28368,0.10073,-0.41866,0.17655,-0.12393,-0.047247,-0.089221,0.068069,0.014806,-0.28357,-0.25358,0.13204,0.69809,-0.08402,-0.42223,0.55961,0.039954,0.058968,-0.19102,-2.2069,0.081526,0.25289,-0.22367,-0.30142,-0.28467,-0.087759,-0.39672,-0.24318,0.14144,-0.12311,0.0063953,-0.34761,-0.46531,-0.0010615,-0.39291,-0.1778,-0.12175,0.24335,-0.77835,0.39598,-0.23778,0.14766,0.62902
proud,0.67042,0.10426,0.29052,-0.67022,-0.11144,-0.24146,-0.030886,0.25034,-0.046638,-0.53982,0.39544,-0.27537,-0.066191,0.13611,-0.17609,0.36064,0.092506,-0.12474,0.26756,-0.071941,0.36632,0.39014,0.13062,0.79538,-0.28917,0.029962,0.087851,-0.15288,0.0687,0.0095816,0.18381,0.2268,-1.0136,-0.37686,-1.0096,0.58673,0.22432,-0.10791,0.038596,0.03127,0.14322,-0.59857,0.47089,0.032325,0.38962,0.12974,0.25241,0.01545,0.52201,-0.37818,0.0021407,-0.19175,0.44811,-0.0073392,-0.59704,0.58803,0.57865,0.46288,0.21314,-0.080535,0.36149,-0.25247,-0.031096,0.295,0.131,0.14282,-0.22875,0.36321,0.018769,0.17376,-0.42865,-0.22286,-0.41539,0.6352,-0.036973,-0.27226,0.28219,0.27116,-0.25467,0.30343,-0.75348,0.43027,0.71096,-1.0555,0.18077,0.63591,-0.72175,0.25769,0.15184,0.20687,0.3357,-0.22058,0.042051,-0.090238,-0.16843,-0.34335,0.21548,0.3825,-0.040205,0.31189,0.4059,-0.11598,-0.002454,-0.031335,0.052017,0.090565,0.741,0.12287,0.15977,0.22078,0.31047,0.37169,-0.11428,-0.54676,0.064504,-0.20788,-0.032446,-0.46359,0.40447,0.13022,-0.16186,0.10726,0.33131,0.48091,0.23173,-0.058056,-0.043761,0.44242,0.04289,0.10144,0.37571,-0.52611,0.026398,-0.32776,-0.50876,0.35089,0.16734,0.091274,0.50421,0.11273,0.067898,0.14579,0.44417,0.35229,0.34417,-0.42281,-0.46165,0.010511,-0.24205,0.46427,-0.36656,-0.66748,0.19005,0.054662,0.023678,0.49903,-0.29555,-0.26998,0.17861,0.2438,-0.013794,0.088153,0.11342,0.0088969,-0.47123,-0.20267,-0.13402,-0.22751,-0.17185,-0.038443,0.23349,-0.25438,-0.63113,-0.49236,0.11618,-0.075252,-0.26983,0.077302,0.44053,0.81551,-0.27375,-0.037323,0.20023,0.016302,0.4986,0.19607,-0.24537,0.025446,-0.057483,0.30464,-0.17635,-0.45059,0.26381,0.49629,0.11923,-0.21075,-0.40925,0.051968,-0.17712,-0.42457,1.596,0.4045,0.1141,0.052268,0.30053,-0.18978,0.80121,0.51522,0.50452,-0.07553,-0.37688,0.11358,-0.92346,-0.10072,-0.25879,0.024294,-0.3113,0.10883,-0.054846,0.16596,0.13179,-0.12176,0.52226,0.36388,0.094942,0.18346,0.14024,0.030807,-0.50668,0.25499,-0.20033,-0.031534,0.044289,-0.16264,-0.5264,-0.026706,-0.15422,-0.29208,-0.16305,0.30139,0.11931,0.17127,-0.22332,0.22405,0.1996,0.06149,-0.23023,0.11739,0.21252,-0.16589,0.40665,-0.44278,-0.039106,0.24748,0.76127,0.3615,0.15765,-0.29332,-0.361,-0.2576,0.07975,0.10652,0.21191,0.44484,0.040167,0.4745,0.029311,-0.20931,-0.0034119,0.28571,-0.033125,-0.42723,0.088615,-0.30785,-0.24333,-0.097408,-0.90579,0.31201,0.1556,-0.062361,0.29878,0.28035,-0.053771,-0.42308,-0.33383,-0.00084978,0.39575,0.3918,-0.10482,-0.32609,0.65248,-0.10951,-0.35967,-0.22898,-0.11699,-0.31613,-0.14095,-0.23541,-0.1203,0.19201
disappointed,0.67994,0.013366,0.052933,-0.55978,0.38644,-0.49253,0.38668,0.34164,-0.31267,-0.71416,0.13779,-0.3673,-0.039279,-0.15229,0.01273,-0.03661,-0.13352,0.1657,0.38483,-0.37366,0.54039,-0.018101,0.17745,-0.003518,-0.41663,0.16963,0.49114,-0.35381,0.4054,0.15164,0.51622,0.039599,-0.13692,-0.32369,-1.4388,-0.15836,0.050681,-0.07177,0.048316,0.039491,-0.21841,-0.089007,0.006472,-0.10628,0.14662,0.062329,-0.62456,-0.38737,-0.082166,0.023829,0.23604,-0.439,-0.054625,0.15598,-0.27535,1.0102,0.2277,0.17695,0.63306,0.35774,0.33139,-0.27378,0.0086774,0.40425,-0.1719,-0.36057,0.21036,-0.76356,0.21768,-0.43873,-0.17023,-0.36576,0.067808,0.88739,0.27101,-0.16179,0.074534,0.016903,-0.71709,0.67943,-0.41415,0.27223,0.68539,-0.5827,0.40421,0.061611,-0.096395,-0.28905,0.37621,0.13887,0.13992,0.21276,-0.67871,-0.43119,0.19762,0.092083,-0.2116,0.31651,-0.48426,-0.13905,0.14186,-0.73357,-0.19786,-0.33998,-0.13974,0.12103,0.24633,-0.27171,0.18645,0.31418,-0.20539,-0.0084183,0.21157,-0.7508,0.079515,-0.21617,0.3467,-0.48898,-0.015894,0.14956,-0.1379,-0.48572,0.1916,0.39249,0.091226,-0.16321,0.37509,0.26088,-0.041534,0.30215,-0.073458,-0.12684,-0.29889,-0.27355,-0.27865,0.11642,0.0024131,-0.19123,0.05148,-0.035456,-0.07846,0.12786,-0.083992,0.066322,-0.24682,-0.2058,-0.27938,0.1257,0.12904,-0.41593,-0.50421,-0.48765,-0.20486,0.41762,-0.47182,0.058363,0.20283,0.25805,-0.12765,0.012942,-0.23926,-0.25821,0.15705,-0.060613,0.62452,0.25862,-0.37041,-0.18326,-0.58056,-0.16146,-0.015063,0.026947,-0.36636,-0.68057,0.067276,0.068514,0.4729,0.20958,0.36432,0.92129,0.3432,0.21795,0.14122,-0.44684,0.67601,-0.10732,-0.37493,-0.2552,-0.0749,0.54985,-0.27547,-0.79173,0.064823,-0.13382,-0.087527,-0.62529,-0.10522,0.12906,-0.36085,-0.68833,0.84412,-0.042551,-0.24839,0.027511,-0.34874,-0.17011,0.36123,-0.11186,0.010407,-0.54896,-0.18818,0.25659,-0.029711,0.20222,-0.47896,-0.13778,0.12392,-0.036292,0.5872,-0.18555,0.53767,-0.5013,-0.033055,0.26127,0.29377,0.34435,0.10261,-0.028447,-0.42875,-0.084563,-0.12331,0.11075,0.23312,-0.04864,-0.095107,0.19635,-0.29344,0.5825,0.078555,-0.1898,0.07667,0.2258,-0.24602,0.091073,-0.16423,0.051004,-0.27604,-0.37733,0.056751,0.46835,0.40769,-0.10737,-0.25668,0.19214,0.20495,0.165,0.088609,0.16439,-0.13285,-0.10517,-0.47587,0.043014,-0.5145,0.15722,0.20848,-0.021657,0.14638,-0.25309,-0.23359,0.28978,0.010341,-0.50869,-0.2463,-0.12516,-0.5092,0.06852,-0.74281,0.26247,0.81522,0.18592,-0.13187,0.3256,0.20356,-0.60468,-0.046029,-0.53968,0.18954,0.21017,-0.042532,-0.076599,0.20447,-0.46342,0.037048,0.3482,0.22693,-0.24119,-0.094843,-0.17853,-0.086017,-0.07344
grateful,-0.056024,-0.37879,0.23011,-0.70905,0.51467,-0.19053,0.3653,-0.17548,0.29515,-0.16567,0.165,-0.23019,0.01753,-0.19209,-0.24617,-0.019394,-0.12276,-0.17871,0.51374,0.27694,0.42139,0.18547,-0.24987,0.42828,-0.46286,0.1123,-0.15374,0.16717,0.19334,0.0020644,0.32697,-0.13411,-0.50366,-0.3023,-0.58956,-0.11201,0.65595,-0.39085,0.2082,0.02358,0.017559,-0.66579,0.059343,-0.071784,0.23492,0.11638,0.32585,-0.26079,0.40245,-0.064993,0.10477,-0.028842,-0.038877,0.49976,-0.60772,0.53403,0.16602,0.44463,0.55772,-0.16135,0.28685,-0.11049,0.15546,0.48449,0.38595,-0.062557,0.24897,-0.081643,-0.1314,0.6178,-0.028746,0.025528,-0.28691,1.195,0.65969,-0.18122,-0.11224,0.5174,0.031341,0.18935,-0.3062,0.89711,0.66271,-0.31001,0.19135,-0.072853,-0.17397,0.17683,-0.20169,-0.16524,0.51895,-0.10691,-0.39684,-0.46662,-0.16926,0.24662,0.37065,-0.38626,-0.02675,0.73024,0.78692,-0.3676,0.065845,-0.44074,-0.17871,0.4728,0.46759,0.041493,0.0027801,-0.3515,0.018,0.81543,0.19252,-0.96267,0.24984,-0.5409,0.38601,-0.77441,0.42073,-0.3122,-0.75632,-0.20385,0.21265,0.21781,0.31654,-0.2879,0.061002,0.36206,-0.30085,-0.018243,0.017403,-0.15958,0.50359,-0.32594,-0.94881,-0.41257,-0.18167,0.14263,0.16242,0.36713,-0.51234,0.027173,0.16146,-0.50063,0.076148,-0.36135,-0.1805,-0.26924,0.37298,-0.059203,-0.58024,-0.72774,0.14554,0.076737,0.1993,0.53138,0.53178,-0.29059,0.095553,-0.11302,-0.26548,-0.1387,0.26967,-0.075166,-0.046419,0.32121,0.36632,-0.3125,0.041493,0.027249,0.35921,-0.18184,-0.27802,-0.19342,0.2282,0.28943,-0.14721,0.13562,0.2253,0.55365,-0.41437,-0.015895,0.35246,-0.23847,0.29721,0.024011,-0.12852,-0.031207,-0.18324,0.14782,-0.13759,-0.088376,-0.19697,-0.077974,0.27246,-0.36097,0.14805,0.16259,-0.21696,-0.21429,0.71242,0.32219,0.61617,0.085721,0.023837,-0.012542,0.61348,0.15055,-0.022909,-0.37471,-0.50087,-0.024246,-0.7374,0.2761,-0.36348,0.46451,-0.41131,0.050641,0.1009,0.60541,0.36339,-0.36542,-0.21651,0.32778,0.45495,0.25066,0.068245,-0.32179,-0.25123,-0.32334,-0.35463,-0.42445,0.15848,-0.037687,-0.25151,0.077078,-0.077078,-0.33692,-0.53542,0.27741,-0.16767,0.46086,-0.13798,0.35151,0.25491,0.085503,-0.31473,0.030503,0.25461,0.32461,0.22741,-0.45895,0.026116,0.1439,0.29803,0.82424,0.28769,-0.25872,-0.28418,-0.38139,-0.099345,0.065411,0.27056,0.091918,-0.27734,0.46594,0.31657,0.2187,-0.1649,-0.19224,0.32957,-0.10415,-0.10461,-0.37842,0.11492,-0.28843,-0.71453,0.018275,0.42739,0.37926,-0.15226,0.48281,0.24339,-0.19313,-0.33125,-0.0086101,0.13315,0.72088,0.016176,-0.53941,0.34789,-0.39919,0.063791,0.021095,0.11021,-0.37174,-0.12938,0.068989,-0.11843,-0.38599
elated,0.33938,0.36609,0.48242,-0.31988,-0.13039,-0.22369,0.068546,-0.21249,-0.0068313,0.54955,0.03149,-0.21645,-0.045268,0.10154,-0.055924,0.41222,-0.18377,-0.13911,0.20274,0.30855,0.51759,-0.40398,-0.10868,-0.063064,-0.17405,0.40757,0.25063,-0.20081,0.097507,0.13569,0.26506,-0.33264,-0.4716,-0.36061,-0.37313,0.16543,0.04394,0.095344,0.30174,0.25705,0.033114,0.11765,0.27699,-0.040819,0.099318,-0.050315,-0.17988,-0.078585,0.53639,-0.095741,0.23034,-0.49993,-0.119,0.028386,-0.14152,0.54098,0.67545,0.0054526,-0.070586,0.71989,0.38524,-0.27721,0.44359,0.19115,-0.21023,0.020263,-0.31807,-0.45847,0.22592,-0.10779,-0.28809,-0.057467,-0.44646,0.59846,0.30805,-0.27874,0.00074969,0.039081,-0.17974,0.9963,-0.15824,0.013514,0.73944,-0.31324,-0.000548,-0.14256,-0.42677,-0.2656,0.65584,0.11557,-0.14948,-0.41723,-0.2043,-0.004841,-0.68172,-0.072181,-0.28397,0.038904,-0.60878,0.31369,0.074312,-0.34475,-0.26825,-0.16501,0.16016,-0.087605,0.29748,-0.16047,0.23935,0.35834,-0.21811,0.59736,-0.021442,-0.68214,0.19409,0.019066,0.020359,-0.52917,0.063705,0.18084,-0.36889,-0.51912,-0.0096143,0.19442,0.25238,-0.20371,0.26613,0.202,-0.42802,0.32644,0.019737,-0.66123,-0.27697,-0.35088,-0.38705,0.054469,0.40281,-0.10636,0.17427,-0.17444,-0.29544,-0.049907,0.08714,0.3376,0.20125,0.034693,-0.10007,0.24004,0.15087,-0.065472,-0.31444,-0.60874,-0.14879,0.69705,-0.33631,0.22285,0.52892,0.10866,0.013746,-0.44325,-0.33712,-0.17982,0.080839,-0.032529,0.57744,-0.12434,-0.18406,-0.056882,-0.52637,-0.096939,-0.043237,-0.080722,0.0045796,-0.68334,0.11479,0.21242,0.029232,0.25832,0.23605,0.60522,0.13144,0.091142,0.53164,-0.34814,0.49205,0.19911,-0.1178,-0.2931,-0.0063018,0.4319,-0.21569,-0.44265,-0.24973,-0.14431,0.17282,-0.24184,-0.26527,0.24738,-0.67189,-0.44302,-0.23399,-0.15297,-0.21218,-0.17027,0.11418,-0.07797,0.10549,-0.016279,0.70557,-0.39738,-0.52033,0.050113,-0.16597,0.038953,-0.0054625,-0.24624,0.14637,-0.23778,0.13095,0.31413,0.82624,-0.40896,0.033275,0.26083,0.076491,0.69841,0.26088,-0.26771,-0.52707,0.050005,0.30765,0.19737,0.38505,0.011526,0.037937,0.0045459,-0.44197,0.22489,-0.055437,0.10686,0.23882,0.07858,-0.47115,0.76783,0.22216,-0.080713,-0.14274,0.066228,0.13648,0.22807,0.22694,-0.52606,-0.14478,-0.08163,0.16811,0.45728,0.040869,0.11826,-0.11908,0.0073061,-0.13159,-0.51616,0.13675,-0.084417,0.24949,0.36927,-0.29512,-0.37093,-0.24577,0.24284,-0.40537,-0.80731,0.028561,-0.3665,-0.25115,-0.078926,0.29796,0.098113,0.14307,0.13967,0.078601,0.13618,-0.14121,-0.18659,-0.33269,-0.34468,-0.20138,0.31166,-0.085725,-0.21681,0.3013,-0.55161,0.12027,-0.0032333,-0.19151,-0.72577,0.0038294,-0.051551,-0.16747,0.056445
’m,0.18341,-0.24954,-0.31973,-0.27378,-0.4928,-0.21398,-0.14712,0.45658,-0.47267,-0.42936,-0.038139,-0.17032,0.45805,-0.09124,-0.47183,0.20575,-0.25878,0.41842,0.70649,0.1615,0.50951,0.96292,0.065261,0.083815,0.02326,-0.19344,0.53729,-0.64887,0.39684,0.033753,0.071659,0.12001,-0.5666,-0.47498,-0.56502,0.33984,0.022274,0.017113,0.015387,0.70598,-0.07713,-0.91885,-0.096696,-0.020864,0.054517,0.25525,0.72103,0.35203,-0.086405,-0.22949,0.19494,0.20093,0.091105,-0.19995,0.27783,0.31454,0.22189,0.32598,0.75894,0.10704,-0.14372,-0.43314,-0.13878,0.53899,0.054063,0.016162,-0.076085,-0.42094,0.27059,0.58603,-0.17515,-0.62634,-0.50498,0.52612,-0.011964,-0.58368,0.57695,0.41938,0.042676,0.18202,-0.34646,0.085328,1.1198,-1.0926,-0.0080355,-0.32315,-0.59891,0.29935,0.68986,0.48486,0.37471,-0.0030721,-0.30987,-0.25594,0.082134,-0.3031,-0.20328,-0.20416,0.11501,0.23802,-0.10435,-0.24217,-0.25496,-0.2086,-0.24233,-0.41325,0.31797,0.074882,-0.351,-0.016221,0.063525,0.047928,-0.69846,-0.8797,-0.085832,-0.1961,-0.06908,-0.0702,0.16746,0.11082,-0.40618,0.26102,0.39514,0.58981,0.86951,-0.78731,0.40669,0.010769,-0.229,-0.56121,0.36911,-0.8899,0.17988,-0.19669,-0.61564,0.26823,-0.18972,0.23696,0.10196,-0.016014,-0.27014,0.20626,0.25223,-0.021428,0.04683,0.05349,-1.018,0.57669,-0.056268,0.24706,-0.93034,-0.47545,-0.44202,0.41141,-0.36745,-0.058599,0.67358,-0.16424,0.51995,-0.080155,-0.20131,-0.3365,-0.092398,-0.59595,0.082105,-0.32377,0.20545,0.026395,-0.14647,-0.32838,0.30739,0.3053,0.64365,-0.85746,0.5826,0.17351,-0.30406,-0.40207,0.10313,0.28322,-0.096506,-0.13543,0.38226,-0.070952,0.0081347,0.048004,-0.20706,0.37239,0.11109,0.065397,0.54823,0.39668,0.095943,0.26929,-0.45004,-0.55459,-0.9097,0.21013,0.1297,-0.42292,0.25531,0.29727,-0.044355,0.012254,0.091499,-0.15597,0.29188,-0.029123,0.17361,-0.34904,-0.18799,0.2578,-0.19772,0.50516,-0.61588,-0.0084828,-0.51914,0.37827,-0.092265,-0.17102,-0.62476,-0.55262,0.21921,0.41041,0.42348,-0.10075,-0.28366,-0.24559,-0.21875,0.32373,0.065532,0.10643,0.22045,-0.44924,0.043328,-0.21718,-0.52002,-0.19293,-0.48453,0.33326,0.019431,0.30223,-0.72169,0.34085,0.028718,0.75879,0.054668,1.109,0.15596,0.45242,0.26704,-0.34075,-0.28351,0.62533,0.34349,0.58817,-0.20512,0.1666,-0.32054,-0.22884,0.28429,0.058817,0.10534,0.11519,-0.06228,0.40875,0.014806,-0.50355,0.18707,0.83927,0.50033,-0.25932,0.13105,-0.22498,0.34186,-0.25735,0.1057,0.060226,-0.19336,0.19171,-0.11531,-0.25945,-0.62956,-0.078653,-0.97288,-0.15981,0.16536,0.55152,-0.50351,-0.086171,0.033913,0.048242,-0.1717,-0.42782,0.68293,-0.89638,0.37829,-0.094155,0.045725,0.64553
